cantidad_animales,peso_promedio_entrada,precio_compra_kg,costo_adquisicion_total,costo_combustible_viaje,costo_peajes_lavado,costo_flete_estimado,mantenimiento_camion_prorrateado,costo_fijo_diario_lote,factor_ocupacion_granja,tasa_consumo_energia_agua,costo_mano_obra_asignada,duracion_estadia_dias,costo_alimentacion_total,costo_sanitario_total,merma_peso_transporte,peso_salida_esperado,mes_adquisicion,dia_semana_llegada,es_feriado_proximo,dias_para_festividad,costo_operativo_por_cabeza,ratio_alimento_precio_compra,indicador_eficiencia_estadia,precio_venta_kg
104,88.28,24.56,225485.22,49.26,243.25,1904.01,18.87,1425.0,0.569,8.55,110.65,3,610.72,1544.11,57.99,9517.65,7,0,0,999,34.82,0.0027,29.43,26.96
13,95.58,19.8,24603.03,78.29,144.7,1168.81,17.44,950.0,0.367,0.99,12.78,2,40.74,140.01,4.98,1261.12,6,0,0,999,180.14,0.0017,47.79,23.19
35,98.32,21.44,73778.55,81.24,218.82,1372.93,17.34,1425.0,0.593,2.77,35.83,3,181.92,274.16,22.71,3523.5,11,6,1,1,88.51,0.0025,32.77,25.66
101,98.13,19.22,190460.32,104.18,263.61,1566.43,17.44,1425.0,0.704,8.03,103.88,3,359.88,1386.03,42.79,10317.45,3,4,0,999,33.26,0.0019,32.71,22.3
16,106.57,18.4,31380.61,97.9,217.86,1492.35,17.44,475.0,0.479,1.27,16.46,1,30.63,90.75,6.92,1715.55,3,0,0,999,142.69,0.001,106.57,21.78
104,94.61,18.56,182657.22,80.37,245.01,1845.75,17.44,1425.0,0.744,7.9,102.23,3,329.43,626.53,37.79,10102.94,6,5,1,1,34.58,0.0018,31.54,20.44
41,100.32,23.09,94964.62,54.04,207.44,764.64,20.83,1425.0,0.351,3.83,49.52,3,157.79,593.53,25.01,4231.49,2,4,1,1,59.78,0.0017,33.44,25.81
111,89.59,24.05,239152.9,75.53,226.55,2537.08,17.34,1425.0,0.704,8.2,106.16,3,484.09,1276.71,39.82,10219.1,1,4,0,999,38.42,0.002,29.86,27.77
42,101.1,19.0,80692.95,79.28,179.0,845.23,21.13,950.0,0.652,3.75,48.49,2,103.0,600.16,19.85,4340.21,5,2,0,999,48.89,0.0013,50.55,21.1
58,97.52,20.02,113231.96,103.51,266.87,1179.59,20.83,950.0,0.437,5.41,70.06,2,193.0,367.07,43.2,5770.54,2,2,0,999,43.1,0.0017,48.76,23.71
83,91.5,19.37,147071.46,106.62,253.45,1593.77,16.76,950.0,0.506,6.34,82.04,2,278.68,1052.66,43.7,7776.78,8,4,0,999,34.99,0.0019,45.75,22.45
24,95.61,18.19,41736.36,74.22,156.39,1069.62,18.87,1425.0,0.443,1.97,25.53,3,87.25,176.35,17.93,2365.5,7,0,0,999,113.55,0.0021,31.87,20.64
71,96.03,21.87,149134.62,97.85,268.05,1341.18,17.44,950.0,0.674,5.39,69.79,2,143.22,598.78,38.79,6961.68,6,5,0,999,37.42,0.001,48.01,24.37
66,95.34,22.9,144091.57,52.4,244.37,1082.68,18.87,475.0,0.682,5.43,70.22,1,70.9,923.33,25.7,6334.31,7,2,0,999,28.1,0.0005,95.34,27.0
97,111.67,22.54,244102.03,49.31,185.38,1294.91,20.83,1425.0,0.633,9.05,117.16,3,291.12,883.92,65.91,11177.98,2,3,0,999,30.46,0.0012,37.22,24.4
120,96.71,20.72,240423.72,51.91,236.12,2379.39,21.13,475.0,0.416,10.71,138.54,1,228.65,1404.64,57.21,11656.39,5,2,0,999,26.19,0.001,96.71,23.46
83,95.55,21.89,173560.72,105.92,245.9,2239.51,17.34,950.0,0.43,6.13,79.38,2,269.2,1151.44,65.01,8027.92,1,1,0,999,42.67,0.0016,47.77,26.49
55,80.72,18.66,82837.55,50.04,156.79,984.53,21.13,475.0,0.786,4.91,63.5,1,62.61,753.98,23.71,4498.13,5,6,0,999,30.3,0.0008,80.72,20.96
55,90.35,19.08,94810.08,77.58,194.24,1031.57,16.95,950.0,0.576,3.82,49.38,2,120.18,279.9,39.11,5091.89,9,5,0,999,40.97,0.0013,45.17,21.55
56,95.4,24.52,131003.04,108.66,243.84,1810.69,17.75,950.0,0.561,4.32,55.92,2,203.57,368.6,30.63,5440.91,12,6,1,4,55.59,0.0016,47.7,28.22
100,92.01,23.33,214671.85,102.08,209.17,2159.16,17.05,475.0,0.484,7.21,93.27,1,181.1,1418.62,72.11,9244.15,4,6,0,999,29.45,0.0008,92.01,27.51
45,108.55,24.46,119480.98,101.98,183.3,1048.26,17.05,1425.0,0.858,3.24,41.97,3,260.2,478.09,17.62,4986.34,4,1,0,999,61.3,0.0022,36.18,27.81
28,96.18,24.42,65755.66,52.91,223.54,1023.47,16.95,950.0,0.443,1.94,25.14,2,64.92,274.46,17.27,2746.44,9,2,0,999,80.35,0.001,48.09,29.28
47,107.81,22.55,114238.29,74.73,198.27,1224.67,17.75,950.0,0.761,3.63,46.93,2,143.09,265.67,16.76,5127.44,12,2,0,999,52.08,0.0013,53.9,25.93
12,97.99,24.5,28807.39,74.33,207.07,741.01,17.05,475.0,0.761,0.86,11.19,1,13.46,63.01,8.43,1179.73,4,5,0,999,124.78,0.0005,97.99,28.73
21,97.8,20.92,42958.23,104.41,227.1,1364.77,17.34,1425.0,0.446,1.66,21.5,3,113.13,305.22,8.77,2113.83,11,0,1,0,148.63,0.0026,32.6,26.03
19,96.79,18.03,33148.6,76.92,227.89,1139.29,17.05,1425.0,0.307,1.37,17.72,3,80.51,185.03,9.76,1910.51,4,5,1,6,151.0,0.0024,32.26,21.6
95,97.53,18.44,170835.15,75.82,259.13,1638.95,16.76,950.0,0.449,7.26,93.9,2,322.21,1222.1,59.66,9486.53,8,5,0,999,30.78,0.0019,48.77,20.76
90,111.25,18.77,187899.3,49.22,217.21,1828.64,17.44,950.0,0.461,7.15,92.57,2,185.46,648.0,48.52,10230.74,3,2,0,999,33.83,0.001,55.63,21.56
87,80.0,18.67,129925.62,54.92,264.75,1887.07,17.05,950.0,0.746,6.27,81.14,2,309.36,641.25,59.98,7136.52,4,0,0,999,36.28,0.0024,40.0,21.66
61,81.49,20.46,101710.98,73.14,300.29,1774.57,17.75,1425.0,0.618,4.71,60.91,3,225.0,646.76,39.29,5115.01,12,5,1,5,58.57,0.0022,27.16,24.44
89,93.15,22.91,189932.21,54.25,261.42,1678.66,21.13,475.0,0.558,7.94,102.75,1,164.01,1224.66,32.5,8332.28,5,5,0,999,27.75,0.0009,93.15,24.94
27,97.62,23.53,62028.53,76.77,157.89,1153.67,17.34,1425.0,0.585,2.0,25.82,3,96.05,212.92,18.54,2706.03,1,1,0,999,104.2,0.0015,32.54,28.46
109,103.02,22.13,248520.53,103.34,211.92,2654.21,18.29,1425.0,0.871,8.68,112.34,3,585.36,903.39,55.78,11503.17,10,4,0,999,40.32,0.0024,34.34,25.09
65,101.28,19.03,125251.54,75.38,206.75,1223.65,20.83,1425.0,0.864,6.07,78.51,3,221.15,682.91,38.93,6790.01,2,0,1,0,45.09,0.0018,33.76,22.62
114,94.43,23.24,250118.08,74.42,173.42,1878.12,20.83,1425.0,0.315,10.64,137.7,3,568.89,615.61,46.54,11080.45,2,1,1,4,31.15,0.0023,31.48,26.34
26,105.65,20.48,56267.69,52.73,264.37,927.63,17.34,1425.0,0.806,2.06,26.62,3,138.78,228.48,13.3,2844.7,11,0,1,0,102.68,0.0025,35.22,24.18
65,105.74,18.09,124342.77,80.03,244.64,1837.89,21.13,475.0,0.516,5.8,75.04,1,90.11,686.58,46.06,6896.16,5,4,0,999,40.58,0.0007,105.74,20.0
87,98.97,19.96,171903.14,74.83,237.99,1089.66,20.83,475.0,0.75,8.12,105.08,1,108.26,439.2,66.39,8636.83,2,4,0,999,21.58,0.0006,98.97,22.14
65,105.2,20.31,138910.19,52.05,243.72,1260.61,17.75,475.0,0.89,5.02,64.91,1,87.39,739.7,50.01,6874.61,12,2,1,2,31.25,0.0006,105.2,24.41
59,99.68,19.92,117151.62,52.11,293.08,1301.77,17.05,950.0,0.608,4.25,55.03,2,153.0,325.07,38.35,5985.97,4,0,0,999,44.02,0.0013,49.84,22.9
28,93.01,23.68,61676.16,98.14,179.08,1340.84,16.76,950.0,0.674,2.14,27.68,2,91.45,341.59,9.5,2649.53,8,3,0,999,91.72,0.0015,46.5,28.3
52,103.08,23.32,124999.24,102.88,193.08,1518.71,17.05,475.0,0.557,3.75,48.5,1,54.32,676.87,27.11,5399.41,4,0,0,999,44.03,0.0004,103.08,27.88
36,98.38,22.87,80998.24,74.32,274.22,1037.93,16.76,950.0,0.344,2.75,35.58,2,74.98,481.97,14.28,3613.56,8,5,1,5,64.9,0.0009,49.19,26.47
43,97.51,18.97,79553.2,102.13,176.8,1546.91,16.95,475.0,0.321,2.98,38.61,1,55.37,504.56,27.9,4202.59,9,5,0,999,53.51,0.0007,97.51,22.61
85,109.28,23.65,219732.35,49.79,275.99,1224.96,18.29,950.0,0.516,6.77,87.6,2,217.09,902.34,32.36,9448.35,10,6,0,999,29.42,0.001,54.64,27.0
79,80.0,22.74,143718.26,52.4,241.57,1325.19,21.13,950.0,0.793,7.05,91.2,2,185.98,637.97,62.31,6485.69,5,6,1,4,32.52,0.0013,40.0,24.5
77,86.16,19.36,128463.87,99.44,290.71,1961.41,16.76,1425.0,0.504,5.88,76.11,3,396.58,711.95,30.59,6822.66,8,3,0,999,49.05,0.0031,28.72,22.3
50,88.0,22.54,99165.17,52.17,289.5,1177.42,17.34,1425.0,0.558,3.96,51.19,3,153.56,293.53,16.32,4547.39,11,1,0,999,58.88,0.0015,29.33,25.26
116,94.59,21.38,234650.75,77.31,185.5,2509.57,17.34,950.0,0.618,9.18,118.75,2,446.42,1400.24,83.73,11119.58,11,1,0,999,32.09,0.0019,47.3,24.31
19,95.46,21.08,38226.64,55.36,207.74,825.86,16.95,1425.0,0.492,1.32,17.06,3,100.18,99.69,7.62,1873.2,9,2,0,999,132.31,0.0026,31.82,25.6
48,85.44,18.78,77040.23,52.43,211.46,1458.73,21.13,475.0,0.593,4.28,55.42,1,67.34,438.45,14.98,4157.37,5,1,0,999,45.78,0.0009,85.44,20.9
23,89.62,21.63,44580.57,81.31,249.95,1039.1,18.87,475.0,0.663,1.89,24.47,1,42.76,231.43,13.2,2071.42,7,0,0,999,80.23,0.001,89.62,24.57
47,90.61,18.7,79637.97,75.15,305.78,1439.04,17.75,1425.0,0.81,3.63,46.93,3,228.16,540.54,36.88,4416.95,12,6,1,5,69.04,0.0029,30.2,22.2
116,115.0,19.15,255457.98,99.99,174.25,1895.91,17.05,1425.0,0.752,8.36,108.19,3,546.44,978.11,50.31,13772.29,4,2,1,2,30.99,0.0021,38.33,22.81
50,111.91,18.93,105914.36,96.22,175.88,1486.76,16.95,475.0,0.79,3.47,44.89,1,65.65,471.39,25.22,5619.56,9,3,0,999,44.68,0.0006,111.91,21.08
110,94.21,24.68,255737.59,77.18,209.19,2165.94,18.29,475.0,0.613,8.76,113.37,1,182.94,1196.11,46.04,10464.11,10,5,0,999,26.61,0.0007,94.21,29.25
64,94.59,19.99,121040.9,79.75,197.62,1569.47,17.44,475.0,0.719,4.86,62.91,1,72.94,910.83,37.06,6112.26,6,3,0,999,36.28,0.0006,94.59,22.77
87,88.31,20.49,157390.16,54.87,246.86,1383.14,17.34,475.0,0.389,6.88,89.06,1,132.67,1019.62,40.14,7770.21,11,4,0,999,24.83,0.0008,88.31,23.5
60,82.23,20.25,99937.99,52.96,183.93,803.4,17.44,950.0,0.388,4.56,58.98,2,133.93,452.66,35.74,5045.24,6,5,0,999,33.17,0.0013,41.12,21.81
39,96.56,24.29,91468.49,53.48,183.52,897.71,17.34,475.0,0.852,3.09,39.93,1,56.36,525.43,21.02,3780.35,11,0,1,0,41.27,0.0006,96.56,27.52
94,89.52,21.94,184623.07,97.61,202.76,2186.54,16.76,1425.0,0.662,7.18,92.91,3,455.79,521.76,71.86,8591.91,8,0,0,999,41.62,0.0025,29.84,23.86
117,96.82,24.43,276791.66,49.26,222.34,1321.36,17.34,950.0,0.367,8.65,111.9,2,270.39,903.59,74.3,11484.69,1,0,1,3,21.73,0.001,48.41,29.04
39,84.7,20.1,66393.3,81.03,175.92,1440.65,18.29,1425.0,0.544,3.11,40.19,3,142.99,237.18,25.01,3421.07,10,2,1,5,80.07,0.0022,28.23,23.67
96,91.4,18.8,165000.03,97.47,187.83,2473.08,16.95,950.0,0.881,6.66,86.19,2,348.15,909.16,52.15,8928.16,9,5,0,999,38.63,0.0021,45.7,22.35
38,98.69,21.89,82104.73,96.44,182.28,1689.91,17.44,1425.0,0.312,3.02,39.08,3,143.15,432.03,17.16,3880.0,3,0,0,999,89.31,0.0017,32.9,24.3
89,100.43,20.42,182507.79,82.55,168.31,1590.97,16.95,475.0,0.565,6.17,79.91,1,97.5,917.59,40.67,9017.85,9,0,0,999,26.03,0.0005,100.43,23.26
97,100.84,23.61,230972.98,55.74,174.21,1144.29,18.87,950.0,0.802,7.97,103.2,2,258.15,1271.92,53.54,9907.62,7,0,0,999,23.96,0.0011,50.42,26.79
59,86.94,24.16,123901.48,79.21,174.97,1444.67,17.75,475.0,0.867,4.55,58.91,1,114.17,629.82,23.36,5190.46,12,4,0,999,36.84,0.0009,86.94,28.29
91,104.34,21.31,202313.44,76.74,240.87,1745.49,17.05,1425.0,0.521,6.56,84.87,3,462.4,666.73,33.33,9691.36,4,2,0,999,38.33,0.0023,34.78,24.21
40,91.1,24.8,90367.75,54.83,168.17,1244.98,17.05,950.0,0.848,2.88,37.31,2,126.03,414.57,19.45,3703.32,4,1,0,999,60.45,0.0014,45.55,29.55
18,102.56,21.87,40376.91,97.98,258.65,893.3,17.34,475.0,0.729,1.33,17.22,1,33.13,222.39,6.57,1864.22,1,3,1,0,95.83,0.0008,102.56,27.13
20,97.41,19.9,38764.2,101.04,221.9,1509.65,18.29,1425.0,0.543,1.59,20.61,3,99.61,200.59,8.31,1995.71,10,3,0,999,162.88,0.0026,32.47,23.2
59,86.49,21.42,109317.38,51.5,270.23,923.18,17.75,1425.0,0.767,4.55,58.91,3,320.57,555.76,33.48,5238.24,12,5,1,5,45.25,0.0029,28.83,25.57
110,94.97,18.26,190769.83,55.39,238.49,1886.25,16.95,475.0,0.78,7.63,98.76,1,182.29,1132.01,76.46,10533.42,9,2,0,999,24.14,0.001,94.97,20.02
24,100.42,23.63,56947.04,55.44,184.58,634.99,21.13,1425.0,0.465,2.14,27.71,3,134.23,251.53,9.9,2503.84,5,4,0,999,95.83,0.0024,33.47,26.57
60,102.4,18.71,114958.7,104.05,211.53,1712.8,17.34,1425.0,0.353,4.75,61.42,3,292.32,486.33,41.75,6348.88,11,1,0,999,57.56,0.0025,34.13,22.04
88,96.37,20.16,170982.32,49.78,286.15,1306.03,17.05,950.0,0.768,6.34,82.08,2,222.62,1191.72,27.08,8615.87,4,4,1,0,29.45,0.0013,48.19,22.73
32,109.75,21.96,77116.71,101.76,175.18,953.36,16.95,950.0,0.349,2.22,28.73,2,66.63,226.46,25.55,3549.21,9,4,0,999,68.13,0.0009,54.88,25.45
90,105.56,18.3,173865.31,98.54,245.17,1893.53,16.76,1425.0,0.767,6.87,88.96,3,298.44,479.55,50.26,9710.59,8,3,1,0,40.69,0.0017,35.19,21.85
43,95.45,18.56,76154.53,82.0,201.82,1173.2,17.34,950.0,0.513,3.4,44.02,2,130.07,533.84,23.13,4161.26,11,6,0,999,55.98,0.0017,47.72,21.45
99,103.5,22.87,234368.5,74.24,179.66,1792.8,17.75,950.0,0.721,7.64,98.86,2,390.41,1328.89,61.9,10477.6,12,0,1,4,30.27,0.0017,51.75,26.65
74,112.97,18.5,154676.8,95.94,278.2,1373.75,21.13,475.0,0.665,6.6,85.43,1,130.2,845.62,39.78,8387.82,5,1,0,999,30.04,0.0008,112.97,21.04
70,113.18,21.34,169070.75,104.78,279.49,1539.95,20.83,1425.0,0.323,6.53,84.55,3,372.84,678.26,35.28,8165.36,2,2,0,999,47.85,0.0022,37.73,23.43
29,87.68,20.37,51795.05,52.17,148.51,833.74,20.83,1425.0,0.305,2.71,35.03,3,144.75,427.81,14.08,2601.23,2,4,0,999,84.81,0.0028,29.23,23.87
61,90.09,19.6,107689.97,54.87,218.33,1129.49,16.95,475.0,0.677,4.23,54.77,1,116.11,531.16,48.12,5519.25,9,6,0,999,30.78,0.0011,90.09,21.8
105,109.38,19.32,221903.63,73.58,220.63,1305.22,21.13,950.0,0.609,9.37,121.22,2,364.45,951.19,76.73,11586.52,5,2,0,999,24.28,0.0016,54.69,20.87
12,89.03,23.34,24940.72,54.61,201.46,594.09,20.83,475.0,0.326,1.12,14.49,1,15.1,130.93,6.61,1071.91,2,5,0,999,110.43,0.0006,89.03,28.71
94,86.92,24.66,201489.77,49.26,226.43,1671.73,18.29,950.0,0.885,7.49,96.88,2,281.9,874.6,67.51,8283.63,10,6,0,999,30.82,0.0014,43.46,28.58
64,93.61,18.98,113718.02,95.58,277.22,1561.6,16.76,475.0,0.443,4.89,63.26,1,89.88,675.39,23.97,6059.76,8,1,0,999,37.65,0.0008,93.61,22.01
89,100.86,24.72,221884.03,77.6,186.63,1140.1,20.83,1425.0,0.815,8.31,107.5,3,311.16,1305.24,50.26,9259.44,2,2,0,999,31.79,0.0014,33.62,26.68
83,96.68,22.16,177849.89,75.1,228.2,1780.35,16.95,1425.0,0.37,5.76,74.52,3,304.37,612.12,43.58,8293.67,9,4,0,999,42.27,0.0017,32.23,25.61
57,92.3,22.49,118324.9,53.16,312.06,1111.3,16.76,1425.0,0.439,4.35,56.34,3,219.76,369.68,26.36,5406.91,8,4,0,999,50.9,0.0019,30.77,25.0
44,92.11,22.97,93087.91,49.18,173.0,1163.84,17.75,1425.0,0.617,3.4,43.94,3,154.92,406.36,33.41,4191.73,12,5,1,5,63.89,0.0017,30.7,27.0
79,91.8,22.93,166286.84,49.25,208.55,1209.9,17.75,1425.0,0.616,6.1,78.89,3,288.5,793.16,56.58,7498.39,12,6,1,4,36.62,0.0017,30.6,25.96
25,90.46,23.74,53687.35,80.36,155.92,1388.58,17.75,475.0,0.662,1.93,24.96,1,47.91,303.3,18.84,2270.84,12,2,1,2,83.99,0.0009,90.46,29.72
74,115.0,21.38,181980.23,50.47,273.86,1616.07,17.34,1425.0,0.402,5.85,75.76,3,298.2,1076.83,45.7,8747.97,11,0,0,999,45.48,0.0016,38.33,24.25
20,99.88,21.73,43414.9,79.63,146.92,1242.75,18.29,1425.0,0.458,1.59,20.61,3,109.65,237.73,9.76,2072.26,10,5,0,999,144.71,0.0025,33.29,25.08
82,104.59,20.27,173822.45,54.25,241.38,1426.34,16.95,475.0,0.457,5.69,73.62,1,87.28,1219.48,55.63,8641.81,9,2,0,999,26.79,0.0005,104.59,23.2
79,93.59,18.74,138528.74,73.42,237.81,1497.97,18.87,475.0,0.564,6.49,84.05,1,156.56,589.61,27.99,7483.73,7,5,0,999,28.91,0.0011,93.59,21.2
19,96.01,22.65,41323.44,80.81,181.66,1048.56,18.29,1425.0,0.853,1.51,19.58,3,100.59,134.69,13.8,1875.51,10,5,0,999,144.0,0.0024,32.0,27.15
94,91.79,18.24,157341.34,50.88,303.52,1764.74,17.75,950.0,0.577,7.25,93.86,2,358.46,758.14,29.55,8753.57,12,5,1,6,32.65,0.0023,45.9,21.67
56,80.0,19.93,89283.92,76.85,179.12,1978.25,20.83,475.0,0.898,5.23,67.64,1,85.45,720.79,39.71,4494.07,2,3,1,2,48.38,0.001,80.0,24.73
97,86.48,18.66,156519.88,49.61,150.18,1198.73,20.83,950.0,0.45,9.05,117.16,2,317.1,665.92,63.24,8506.86,2,3,0,999,24.21,0.002,43.24,20.39
14,83.02,19.34,22471.45,54.87,233.79,840.03,18.87,1425.0,0.445,1.15,14.9,3,57.15,97.47,4.82,1199.83,7,3,0,999,182.41,0.0025,27.67,22.72
29,80.0,22.47,52132.99,102.83,219.57,978.39,17.05,950.0,0.36,2.09,27.05,2,83.06,264.4,10.83,2370.2,4,5,0,999,77.61,0.0016,40.0,25.37
64,87.94,22.4,126062.93,102.06,260.81,2036.82,18.87,950.0,0.427,5.26,68.09,2,224.1,523.23,33.68,5756.61,7,1,0,999,52.34,0.0018,43.97,24.69
30,108.1,20.95,67932.14,82.87,240.89,1087.85,17.05,950.0,0.487,2.16,27.98,2,63.0,343.94,13.5,3299.57,4,4,1,7,78.72,0.0009,54.05,24.27
46,97.14,18.63,83256.28,99.75,211.63,1577.16,18.29,475.0,0.53,3.66,47.41,1,47.68,639.48,33.75,4492.62,10,1,0,999,51.38,0.0006,97.14,21.13
83,107.82,21.03,188238.98,82.06,152.32,1724.73,17.34,475.0,0.728,6.57,84.97,1,155.62,530.09,32.9,9039.4,11,1,0,999,29.33,0.0008,107.82,22.9
26,100.79,20.47,53639.26,54.04,189.6,1074.96,17.05,950.0,0.567,1.87,24.25,2,57.72,272.16,13.22,2650.65,4,1,0,999,87.25,0.0011,50.39,23.51
85,103.76,23.04,203232.85,107.83,189.1,1297.06,18.29,475.0,0.711,6.77,87.6,1,146.29,500.14,36.57,8851.93,10,4,0,999,24.34,0.0007,103.76,26.31
21,90.29,22.05,41816.13,82.24,174.68,1281.81,20.83,1425.0,0.353,1.96,25.37,3,75.57,151.51,7.64,1968.26,2,6,1,6,141.13,0.0018,30.1,26.33
29,101.69,21.44,63230.61,83.11,228.66,969.17,18.29,950.0,0.868,2.31,29.89,2,79.24,234.64,12.47,3005.17,10,6,0,999,76.93,0.0013,50.85,24.6
75,103.33,21.41,165912.97,74.17,199.17,1313.16,16.95,950.0,0.388,5.2,67.34,2,194.03,809.33,54.75,7865.67,9,5,0,999,33.82,0.0012,51.66,25.34
98,92.89,24.76,225425.14,54.57,227.54,1907.7,16.95,950.0,0.32,6.8,87.99,2,292.11,1033.78,64.46,9312.33,9,3,0,999,32.04,0.0013,46.44,27.15
28,101.98,23.29,66512.39,106.14,237.28,961.51,17.44,1425.0,0.554,2.13,27.52,3,153.44,320.06,21.2,2910.68,6,0,0,999,97.5,0.0023,33.99,26.01
43,102.03,21.48,94233.51,79.5,309.77,994.05,20.83,950.0,0.69,4.01,51.94,2,161.3,567.13,21.61,4468.99,2,0,1,5,54.26,0.0017,51.01,24.06
112,93.1,21.35,222676.81,75.7,281.57,1472.42,17.34,475.0,0.441,8.86,114.66,1,136.87,769.7,47.06,10543.2,11,2,0,999,20.58,0.0006,93.1,24.87
119,88.52,18.19,191557.69,55.76,201.38,1475.38,20.83,950.0,0.397,11.11,143.74,2,318.36,1479.63,37.27,10761.04,2,1,1,4,22.54,0.0017,44.26,20.02
74,88.03,24.6,160228.44,97.98,283.05,1320.48,17.44,475.0,0.806,5.62,72.74,1,135.93,863.6,40.52,6562.71,6,3,0,999,29.41,0.0008,88.03,27.82
59,98.19,20.23,117223.51,52.5,268.97,1151.1,17.44,950.0,0.794,4.69,60.68,2,128.58,342.03,18.87,5874.64,3,3,0,999,41.06,0.0011,49.1,23.55
48,100.12,19.79,95109.83,52.65,188.16,1341.41,17.34,950.0,0.75,3.8,49.14,2,107.22,405.45,14.5,4891.33,11,3,0,999,52.75,0.0011,50.06,22.79
77,91.16,25.0,175453.56,97.4,196.75,1623.32,18.87,950.0,0.432,6.33,81.92,2,227.86,406.33,46.38,7100.59,7,2,0,999,37.24,0.0013,45.58,28.56
75,97.71,23.03,168780.3,54.06,201.82,1611.11,18.87,950.0,0.621,6.17,79.79,2,268.52,442.64,28.68,7479.87,7,6,0,999,37.56,0.0016,48.86,25.71
42,102.06,18.33,78581.85,73.72,260.33,1443.51,17.05,950.0,0.713,3.03,39.17,2,112.22,329.19,24.36,4364.26,4,6,1,5,64.94,0.0014,51.03,20.27
12,102.45,18.43,22660.78,104.63,277.89,1097.91,18.29,1425.0,0.559,0.96,12.37,3,38.5,89.17,7.04,1275.07,10,1,0,999,242.12,0.0017,34.15,23.61
26,109.92,18.18,51950.39,106.74,309.26,1522.58,17.44,1425.0,0.407,2.07,26.74,3,153.49,364.05,17.21,2937.84,3,2,0,999,129.37,0.003,36.64,22.04
116,107.72,22.2,277356.52,76.43,227.84,2405.51,16.95,1425.0,0.798,8.05,104.15,3,674.74,1616.79,57.02,12717.14,9,0,0,999,35.64,0.0024,35.91,24.4
56,89.49,18.5,92716.06,104.85,174.8,1598.98,17.75,475.0,0.863,4.32,55.92,1,92.51,603.61,36.54,5052.34,12,6,1,5,42.03,0.001,89.49,21.46
63,110.97,24.53,171515.9,97.33,199.76,1821.3,17.05,950.0,0.399,4.54,58.76,2,211.92,778.07,30.43,7090.48,4,2,0,999,48.7,0.0012,55.48,27.51
61,93.25,24.56,139697.29,106.7,185.85,1691.43,16.95,475.0,0.721,4.23,54.77,1,117.96,914.76,21.28,5746.4,9,1,0,999,40.31,0.0008,93.25,28.81
96,105.86,21.82,221769.1,55.66,207.68,1172.65,17.05,950.0,0.832,6.92,89.54,2,315.62,873.78,43.68,10307.87,4,3,0,999,24.85,0.0014,52.93,24.71
17,98.04,22.32,37195.9,97.28,169.89,1435.88,17.75,1425.0,0.624,1.31,16.98,3,91.21,173.81,5.16,1729.52,12,6,0,999,184.0,0.0025,32.68,27.82
19,94.2,20.04,35874.5,53.84,151.06,746.88,17.34,950.0,0.329,1.5,19.45,2,55.61,218.72,10.09,1834.83,11,2,0,999,100.09,0.0016,47.1,22.41
40,83.04,18.45,61275.08,102.08,284.19,1524.77,17.05,1425.0,0.714,2.88,37.31,3,147.36,568.22,26.81,3397.39,4,5,1,6,83.4,0.0024,27.68,22.54
64,96.13,23.16,142497.68,52.72,284.9,1477.36,17.44,1425.0,0.854,5.09,65.83,3,351.85,830.09,44.31,6334.61,3,3,0,999,50.62,0.0025,32.04,25.43
84,85.02,18.71,133646.46,53.95,227.52,1061.18,17.34,1425.0,0.456,6.21,80.34,3,424.46,474.11,34.95,7404.07,1,5,0,999,32.95,0.0032,28.34,21.36
64,105.24,18.6,125268.4,52.42,244.3,1252.55,16.95,1425.0,0.383,4.44,57.46,3,247.6,776.29,22.58,6904.77,9,5,0,999,46.47,0.002,35.08,21.99
58,109.63,20.18,128311.27,79.04,153.73,1369.04,17.75,1425.0,0.451,4.48,57.92,3,282.45,436.12,22.78,6516.83,12,2,0,999,52.19,0.0022,36.54,24.18
114,91.12,18.09,187894.38,50.62,228.48,1260.38,20.83,1425.0,0.787,10.64,137.7,3,621.24,860.59,90.27,10733.42,2,6,0,999,26.0,0.0033,30.37,20.27
27,99.92,21.04,56755.43,51.65,235.99,920.13,18.29,475.0,0.634,2.15,27.83,1,34.3,282.75,12.31,2712.54,10,6,0,999,62.33,0.0006,99.92,25.26
73,91.7,22.95,153649.56,81.8,198.61,1865.17,18.29,475.0,0.31,5.81,75.24,1,129.08,873.3,37.57,6716.27,10,5,0,999,35.9,0.0008,91.7,25.43
70,92.47,23.61,152825.07,96.69,201.52,1211.52,17.44,950.0,0.652,5.32,68.81,2,150.13,461.46,23.65,6636.78,6,0,0,999,35.14,0.001,46.24,24.79
62,103.7,22.23,142920.96,79.01,204.16,1551.96,17.44,1425.0,0.789,4.93,63.77,3,302.24,505.0,43.07,6616.28,3,0,0,999,52.58,0.0021,34.57,24.34
99,97.19,23.93,230235.83,74.72,256.04,1778.37,16.76,950.0,0.411,7.56,97.85,2,395.79,1203.96,51.9,9763.19,8,3,0,999,30.9,0.0017,48.6,26.62
39,111.42,20.85,90579.4,81.6,188.5,1308.88,16.76,475.0,0.65,2.98,38.55,1,72.79,254.28,13.4,4389.32,8,2,1,1,52.67,0.0008,111.42,25.01
115,93.64,23.94,257821.3,78.82,206.53,1721.0,18.29,1425.0,0.437,9.16,118.52,3,647.1,1552.16,61.69,11200.12,10,5,0,999,29.84,0.0025,31.21,26.66
